county_fips,county_name,state,commercial_price,industrial_price
02066,Copper River Census Area,Alaska,0.2814901549673241,0.2079686229549875
02068,Denali Borough,Alaska,0.2814901549673241,0.2079686229549875
02070,Dillingham Census Area,Alaska,0.5456855401336564,0.0
02090,Fairbanks North Star Borough,Alaska,0.2814901549673241,0.20796862295498747
02100,Haines Borough,Alaska,0.3004856212154519,0.0
02105,Hoonah-Angoon Census Area,Alaska,0.3004856212154519,0.0
02110,Juneau City and Borough,Alaska,0.1064948848492586,0.11355770234567601
02122,Kenai Peninsula Borough,Alaska,0.2218411560768514,0.12481751571508197
02130,Ketchikan Gateway Borough,Alaska,0.2068811974907567,0.0490357831583458
02150,Kodiak Island Borough,Alaska,0.1730285611640021,0.157213136849672
02158,Kusilvak Census Area,Alaska,0.5456855401336564,0.0
02164,Lake and Peninsula Borough,Alaska,,
02170,Matanuska-Susitna Borough,Alaska,0.20178959242948125,0.039460771655302866
02180,Nome Census Area,Alaska,,
02185,North Slope Borough,Alaska,,
02188,Northwest Arctic Borough,Alaska,0.5456855401336564,0.0
02195,Petersburg Borough,Alaska,,
02198,Prince of Wales-Hyder Census Area,Alaska,0.3004856212154519,0.0
02220,Sitka City and Borough,Alaska,0.3004856212154519,0.0
02230,Skagway Municipality,Alaska,0.3004856212154519,0.0
02240,Southeast Fairbanks Census Area,Alaska,0.29098788809138804,0.10398431147749372
02275,Wrangell City and Borough,Alaska,0.3004856212154519,0.0
02282,Yakutat City and Borough,Alaska,,
02290,Yukon-Koyukuk Census Area,Alaska,0.47963669384207336,0.05199215573874685
04001,Apache County,Arizona,0.1618442140004765,0.10202546794149793
04003,Cochise County,Arizona,0.1353330960173007,0.12147940910088793
04005,Coconino County,Arizona,0.13801917569842814,0.09329300530840334
04007,Gila County,Arizona,0.12084221905324542,0.0988738397858366
04009,Graham County,Arizona,0.12902963096278255,0.11840664593057443
04011,Greenlee County,Arizona,0.11912598220532053,0.10257219539742332
04012,La Paz County,Arizona,0.12890226552869444,0.10400046555077422
04013,Maricopa County,Arizona,0.11607528729032063,0.07866052366173362
04015,Mohave County,Arizona,0.13038633417043977,0.09666513431140006
04017,Navajo County,Arizona,0.13332289178539655,0.10466640587335578
04019,Pima County,Arizona,0.14303297277512034,0.09533644239661658
04021,Pinal County,Arizona,0.10925941471757242,0.08420966356486916
04023,Santa Cruz County,Arizona,0.13669237770403236,0.10391526555303728
04025,Yavapai County,Arizona,0.12744927131360212,0.1030413147887612
04027,Yuma County,Arizona,0.1277592487948487,0.1039609569858279
05001,Arkansas County,Arkansas,0.12053195467273124,0.0850832233483768
05003,Ashley County,Arkansas,0.10920019966792237,0.07688173935888894
05005,Baxter County,Arkansas,0.10802674712184142,0.07545730447415083
05007,Benton County,Arkansas,0.10303294097101025,0.07154261280525197
05009,Boone County,Arkansas,0.10631739982587836,0.07404224735739813
05011,Bradley County,Arkansas,0.1102325773370967,0.0840847257050072
05013,Calhoun County,Arkansas,0.10327518199906145,0.07645906188217695
05015,Carroll County,Arkansas,0.10281895813659479,0.0736053758412907
05017,Chicot County,Arkansas,0.10719982995249057,0.07387927039897046
05019,Clark County,Arkansas,0.11239814499241713,0.07111534003962847
05021,Clay County,Arkansas,0.1207505467056857,0.08407139858542674
05023,Cleburne County,Arkansas,0.12174419843640742,0.07419905260336897
05025,Cleveland County,Arkansas,0.11299990392996323,0.08450291952335102
05027,Columbia County,Arkansas,0.1038989461476631,0.07003422568977358
05029,Conway County,Arkansas,0.11304337142912606,0.07627928165213035
05031,Craighead County,Arkansas,0.10621925002287333,0.09087579800235386
05033,Crawford County,Arkansas,0.10201324143515154,0.065657423727528
05035,Crittenden County,Arkansas,0.10761609582188758,0.09979764648167376
05037,Cross County,Arkansas,0.1044153350595516,0.11764246073216619
05039,Dallas County,Arkansas,0.11341968274908011,0.07968363209613462
05041,Desha County,Arkansas,0.11596225975306886,0.08094356593793457
05043,Drew County,Arkansas,0.1144208051340748,0.08471764376355038
05045,Faulkner County,Arkansas,0.10919292452378655,0.074848241227683
05047,Franklin County,Arkansas,0.10505946736151363,0.06392967210346351
05049,Fulton County,Arkansas,0.10925334729936859,0.07552795345928337
05051,Garland County,Arkansas,0.11019346316737122,0.07056378289463985
05053,Grant County,Arkansas,0.11533933019022442,0.07870203336748526
05055,Greene County,Arkansas,0.11797497837457185,0.09630851113365017
05057,Hempstead County,Arkansas,0.09881413949689381,0.0713512368851655
05059,Hot Spring County,Arkansas,0.11955326633697831,0.06933712163665667
05061,Howard County,Arkansas,0.10494141078306585,0.06860506457997999
05063,Independence County,Arkansas,0.11061460073604563,0.07430438465139025
05065,Izard County,Arkansas,0.10736464117114113,0.07437311633145897
05067,Jackson County,Arkansas,0.10986230919427216,0.09990852683448438
05069,Jefferson County,Arkansas,0.12028125982684479,0.07681369189679671
05071,Johnson County,Arkansas,0.10603684711372813,0.06545688887849392
05073,Lafayette County,Arkansas,0.10132743809176531,0.06918505415088476
05075,Lawrence County,Arkansas,0.11881775070751487,0.1028745865298378
05077,Lee County,Arkansas,0.09970616634044412,0.11224799400795281
05079,Lincoln County,Arkansas,0.11457435567937958,0.08466120982619596
05081,Little River County,Arkansas,0.0921817536736766,0.06860851636947692
05083,Logan County,Arkansas,0.10454559995973871,0.06353302943881674
05085,Lonoke County,Arkansas,0.12148009626803134,0.07191290890930545
05087,Madison County,Arkansas,0.10876837893915263,0.08415974812706885
05089,Marion County,Missouri,0.10717954781087631,0.07418207086294147
05091,Miller County,Arkansas,0.09529798613836302,0.0689681641185288
05093,Mississippi County,Arkansas,0.10366993621583949,0.07443736347705793
05095,Monroe County,Arkansas,0.10745266689602376,0.10542648726993119
05097,Montgomery County,Arkansas,0.10821650902091805,0.06775744369178076
05099,Nevada County,Arkansas,0.10980336094414238,0.07219599006817935
05101,Newton County,Arkansas,0.10727767366493994,0.07625263367380855
05103,Ouachita County,Arkansas,0.10545756828773312,0.07582702227049619
05105,Perry County,Arkansas,0.125960904841979,0.07240955802527799
05107,Phillips County,Arkansas,0.10235069128361594,0.10991924638968546
05109,Pike County,Arkansas,0.12578760906427636,0.0689727027461224
05111,Poinsett County,Arkansas,0.11062180558083742,0.10673920472682095
05113,Polk County,Arkansas,0.09545518611665756,0.06123720071254813
05115,Pope County,Arkansas,0.10886902159077307,0.07129361942113492
05117,Prairie County,Arkansas,0.1108320398851069,0.08870655779743104
05119,Pulaski County,Arkansas,0.11264606385123727,0.07545446501289824
05121,Randolph County,Arkansas,0.12041360435278654,0.08195244523082859
05123,St. Francis County,Arkansas,0.10127012082092313,0.11393913249582956
05125,Saline County,Arkansas,0.11545293669644724,0.07460684813703393
05127,Scott County,Arkansas,0.10472903095909572,0.063215781624686
05129,Searcy County,Arkansas,0.11124633802208529,0.08008053247454892
05131,Sebastian County,Arkansas,0.1022195526041578,0.06430456818958266
05133,Sevier County,Arkansas,0.0921817536736766,0.0686085163694769
05135,Sharp County,Arkansas,0.11217282031209198,0.08294581133806646
05137,Stone County,Arkansas,0.10966461505275188,0.07515726949664037
05139,Union County,Arkansas,0.10564834258221323,0.07398637520058662
05141,Van Buren County,Arkansas,0.1166890642729337,0.08202067886438921
05143,Washington County,Arkansas,0.10133094059280644,0.07644083177269696
05145,White County,Arkansas,0.11590030642343423,0.08030438081286
05147,Woodruff County,Arkansas,0.0997061663404441,0.11224799400795281
05149,Yell County,Arkansas,0.11113043038777352,0.0671659330367414
06001,Alameda County,California,0.2501326253169953,0.18345583340737173
06003,Alpine County,California,0.2013690322187828,0.13053250465157099
06005,Amador County,California,0.24503334467429028,0.18088045458166555
06007,Butte County,California,0.2504424822592162,0.18442405127385847
06009,Calaveras County,California,0.24593029278859257,0.18078260146126682
06011,Colusa County,California,0.2504424822592162,0.18442405127385852
06013,Contra Costa County,California,0.2504424822592162,0.1844240512738585
06015,Del Norte County,California,0.16934776749225974,0.13639644098117026
06017,El Dorado County,California,0.24583992072717903,0.17914286489189996
06019,Fresno County,California,0.24897783404738089,0.18381873314019825
06021,Glenn County,California,0.2504424822592162,0.1844240512738585
06023,Humboldt County,California,0.2477791760524486,0.18284673229621218
06025,Imperial County,California,0.18364574330070543,0.19464594332404728
06027,Inyo County,California,0.2307565905252905,0.1594653110419007
06029,Kern County,California,0.20965225793833658,0.16185489618727852
06031,Kings County,California,0.21840880383248545,0.16654453386334966
06033,Lake County,California,0.2504424822592162,0.1844240512738585
06035,Lassen County,California,0.19022571915396208,0.12340034019853338
06037,Los Angeles County,California,0.1886685617472353,0.1537200310497953
06039,Madera County,California,0.24390587018643103,0.18077565761128178
06041,Marin County,California,0.2504424822592162,0.18442405127385847
06043,Mariposa County,California,0.2408902712514348,0.17919533231125032
06045,Mendocino County,California,0.2504424822592162,0.1844240512738585
06047,Merced County,California,0.22039685184073132,0.17003227551016803
06049,Modoc County,California,0.1375258707327705,0.1183827309003808
06051,Mono County,California,0.2010119986058493,0.12234733030726871
06053,Monterey County,California,0.2504424822592162,0.1844240512738585
06055,Napa County,California,0.2504424822592162,0.18442405127385847
06057,Nevada County,California,0.2450312532056685,0.17257525536786192
06059,Orange County,California,0.17940695964469008,0.14441057549910824
06061,Placer County,California,0.2262784961903872,0.14831468704924264
06063,Plumas County,California,0.2504424822592162,0.1844240512738585
06065,Riverside County,California,0.17398538000369132,0.14723503517511738
06067,Sacramento County,California,0.1784854079652453,0.13721643133689623
06069,San Benito County,California,0.2504424822592162,0.18442405127385852
06071,San Bernardino County,California,0.17278145244024778,0.1401197435157538
06073,San Diego County,California,0.2849995637181856,0.1923826724221914
06075,San Francisco County,California,0.1814460571261454,0.11504943036410568
06077,San Joaquin County,California,0.23919507764508846,0.17632043957188953
06079,San Luis Obispo County,California,0.2501864090009968,0.18428112462591914
06081,San Mateo County,California,0.24467371956091102,0.179542689794956
06083,Santa Barbara County,California,0.19785587987688977,0.1550729708163068
06085,Santa Clara County,California,0.24368310897280201,0.17954173247806895
06087,Santa Cruz County,California,0.25007796985789277,0.18423626483289673
06089,Shasta County,California,0.231653773239366,0.1752340161420417
06091,Sierra County,California,0.2254252570723036,0.1296446301034054
06093,Siskiyou County,California,0.16817737631950702,0.1357384860405521
06095,Solano County,California,0.25023291299340594,0.18428675971019404
06097,Sonoma County,California,0.2504424822592162,0.1844240512738585
06099,Stanislaus County,California,0.18645663494524942,0.14264983088017222
06101,Sutter County,California,0.2433365701014984,0.17966421499994747
06103,Tehama County,California,0.2504424822592162,0.1844240512738585
06105,Trinity County,California,0.2227177934500003,0.16800435544729841
06107,Tulare County,California,0.18841010285671675,0.14998894112240554
06109,Tuolumne County,California,0.2425461940064244,0.17923386869543148
06111,Ventura County,California,0.1655296738871326,0.13704033179160846
06113,Yolo County,California,0.24044957704230693,0.17787756852756645
06115,Yuba County,California,0.2504424822592162,0.1844240512738585
08001,Adams County,Colorado,0.11616243912130073,0.08262438788379765
08003,Alamosa County,Colorado,0.12402915823318028,0.10785700165754092
08005,Arapahoe County,Colorado,0.11753456621372828,0.08285494487924772
08007,Archuleta County,Colorado,0.12277552490788965,0.07887749245242849
08009,Baca County,Colorado,0.15209630165711027,0.08499398993160787
08011,Bent County,Colorado,0.12841448255858598,0.1170801700217533
08013,Boulder County,Colorado,0.11440639698122791,0.07927528524958884
08014,Broomfield County,Colorado,0.11720187732176057,0.0804292980627338
08015,Chaffee County,Colorado,0.11923014568084375,0.08656517922660092
08017,Cheyenne County,Colorado,0.13290328398980714,0.08189877157222909
08019,Clear Creek County,Colorado,0.11656117321161785,0.08223935233547496
08021,Conejos County,Colorado,0.12133042202895843,0.10770161394377066
08023,Costilla County,Colorado,0.13774028077429556,0.09826707987883489
08025,Crowley County,Colorado,0.12901958864320387,0.11345495797683088
08027,Custer County,Colorado,0.1400783886313535,0.09181389121557575
08029,Delta County,Colorado,0.12083710469855719,0.0911324525787283
08031,Denver County,Colorado,0.11744111640719256,0.08035275868037153
08033,Dolores County,Colorado,0.12014077577929932,0.1195247073704685
08035,Douglas County,Colorado,0.12074259243295814,0.08523516407125163
08037,Eagle County,Colorado,0.11554827471679263,0.08736722461288378
08039,Elbert County,Colorado,0.13100754288840585,0.09058102278306869
08041,El Paso County,Colorado,0.11486964670492424,0.09074564518497401
08043,Fremont County,Colorado,0.12666249420098316,0.09834005925580074
08045,Garfield County,Colorado,0.11192697291803205,0.09236036551628982
08047,Gilpin County,Colorado,0.11421862745174632,0.08170340306089265
08049,Grand County,Colorado,0.11505846690370468,0.08173893367689054
08051,Gunnison County,Colorado,0.12000064829150708,0.09857705670845432
08053,Hinsdale County,Colorado,0.12424454229920046,0.11393502191816847
08055,Huerfano County,Colorado,0.1401895222330902,0.08785270250597026
08057,Jackson County,Colorado,0.12028506692640906,0.08037698427948481
08059,Jefferson County,Colorado,0.11764017970854392,0.08134570375805461
08061,Kiowa County,Colorado,0.13047346946244615,0.10457742225763458
08063,Kit Carson County,Colorado,0.1219518839047867,0.11487128454828544
08065,Lake County,Colorado,0.11865117731998004,0.08421025829250334
08067,La Plata County,Colorado,0.12244707597472275,0.08644154780977441
08069,Larimer County,Colorado,0.11587960556713779,0.08034437517155898
08071,Las Animas County,Colorado,0.1559409644034787,0.08088345833972527
08073,Lincoln County,Colorado,0.13000180861321586,0.10339661070047691
08075,Logan County,Colorado,0.12007124401700353,0.11413939328043976
08077,Mesa County,Colorado,0.12593910863046226,0.0998980767165534
08079,Mineral County,Colorado,0.1230697936017363,0.1071891657217767
08081,Moffat County,Colorado,0.12575472395755316,0.0806310497129476
08083,Montezuma County,Colorado,0.10883644964463325,0.07628225522757662
08085,Montrose County,Colorado,0.12622714909724997,0.12826620075335515
08087,Morgan County,Colorado,0.09921571626450824,0.12889365601626596
08089,Otero County,Colorado,0.1337054292814421,0.10846674300830518
08091,Ouray County,Colorado,0.13044035946637506,0.14853215266832429
08093,Park County,Colorado,0.12014778614153268,0.08959062087517196
08095,Phillips County,Colorado,0.1315586576998845,0.1079236054822783
08097,Pitkin County,Colorado,0.10872376282507884,0.09563903102225775
08099,Prowers County,Colorado,0.13288585219291973,0.10608617340432011
08101,Pueblo County,Colorado,0.13997568466111932,0.0965867800908331
08103,Rio Blanco County,Colorado,0.11782304178279124,0.0806649319442491
08105,Rio Grande County,Colorado,0.12386334332109009,0.11180518489149589
08107,Routt County,Colorado,0.12075847208042909,0.08072864118125592
08109,Saguache County,Colorado,0.12650433223790306,0.11487375868900931
08111,San Juan County,Colorado,0.1259106454105301,0.1250582196447313
08113,San Miguel County,Colorado,0.1273148004015191,0.14496630417263165
08115,Sedgwick County,Colorado,0.1315586576998845,0.1079236054822783
08117,Summit County,Colorado,0.11824463981017415,0.08242444106102562
08119,Teller County,Colorado,0.1223278707822587,0.09851585161180916
08121,Washington County,Colorado,0.11492380772436726,0.1218545179192664
08123,Weld County,Colorado,0.11339027069329531,0.08757802389629858
08125,Yuma County,Colorado,0.11004156727025488,0.13501911494611252
09110,Capitol Planning Region,Connecticut,0.17881776980246122,0.17991405004904798
09120,Greater Bridgeport Planning Region,Connecticut,0.17045137991448459,0.1729838456504565
09130,Lower Connecticut River Valley Planning Region,Connecticut,0.17767262841099546,0.17894371802915035
09140,Naugatuck Valley Planning Region,Connecticut,0.17766218002150064,0.17927112586052477
09150,Northeastern Connecticut Planning Region,Connecticut,0.1786635081576423,0.18019984025078944
09160,Northwest Hills Planning Region,Connecticut,0.1786165964669881,0.180281444826141
09170,South Central Connecticut Planning Region,Connecticut,0.16954196654223982,0.17099382824145412
09180,Southeastern Connecticut Planning Region,Connecticut,0.18885999859830357,0.16899455272766026
09190,Western Connecticut Planning Region,Connecticut,0.1782295684276331,0.17993554150774121
10001,Kent County,Delaware,0.11245575580783403,0.03798467567994098
10003,New Castle County,Delaware,0.09830464954766488,0.0442742641619576
10005,Sussex County,Delaware,0.1066987342330551,0.025585714670108332
11001,District of Columbia,District of Columbia,0.1328616939270095,0.0089676977035395
12001,Alachua County,Florida,0.13528933246294889,0.09731254228341622
12003,Baker County,Florida,0.12137966249748283,0.0535243466890259
12005,Bay County,Florida,0.1384099326366286,0.020426980966037202
12007,Bradford County,Florida,0.11378754876106453,0.07349614968303582
12009,Brevard County,Florida,0.11660301052771192,0.08948660934930479
12011,Broward County,Florida,0.11543997295256826,0.08679364110167573
12013,Calhoun County,Florida,0.1504675407718682,0.04227650377532643
12015,Charlotte County,Florida,0.1206432173041152,0.06422262949534546
12017,Citrus County,Florida,0.13467936499038546,0.10067106572243158
12019,Clay County,Florida,0.11098960760720943,0.07655133413505541
12021,Collier County,Florida,0.12257990690949595,0.058952940509609
12023,Columbia County,Florida,0.11941302965162076,0.06772970451306734
12027,DeSoto County,Florida,0.13077474307872766,0.07579168738534582
12029,Dixie County,Florida,0.12951158032454652,0.10004419124756049
12031,Duval County,Florida,0.11770093297371642,0.08147329739471912
12033,Escambia County,Florida,,
12035,Flagler County,Florida,0.11589516395664251,0.08693463142135403
12037,Franklin County,Florida,0.1341517572609809,0.08727792057759848
12039,Gadsden County,Florida,0.13717866990703093,0.09060252138882974
12041,Gilchrist County,Florida,0.12527866822085956,0.09214445862969707
12043,Glades County,Florida,0.1613573627457925,0.10863707734228532
12045,Gulf County,Florida,0.13861011989676067,0.05979161986156592
12047,Hamilton County,Florida,0.13728496091300732,0.08046138584002314
12049,Hardee County,Florida,0.11797980965528779,0.1352997873762513
12051,Hendry County,Florida,0.14347582800408737,0.0498508290509736
12053,Hernando County,Florida,0.13197865230731676,0.09570595886375313
12055,Highlands County,Florida,0.1324912026611463,0.12680269748187706
12057,Hillsborough County,Florida,0.12463891013076946,0.09875214379062272
12059,Holmes County,Florida,0.142099502807384,0.06887275065469936
12061,Indian River County,Florida,0.11460852527149167,0.09476829516828238
12063,Jackson County,Florida,0.1551149846154892,0.06157613913771152
12065,Jefferson County,Florida,0.1400529526519213,0.10171578774382488
12067,Lafayette County,Florida,0.12967276510029271,0.0837875216721531
12069,Lake County,Florida,0.13801607522782017,0.09966980613013912
12071,Lee County,Florida,0.12305402663444488,0.059441810369070466
12073,Leon County,Florida,0.12179582566192752,0.06393477481979366
12075,Levy County,Florida,0.1287439976110818,0.10133087633304609
12077,Liberty County,Florida,0.1453911599819739,0.0765658059036194
12079,Madison County,Florida,0.14242751674852663,0.09086114458362057
12081,Manatee County,Florida,0.11499728031503492,0.09640612978734012
12083,Marion County,Florida,0.13391691322679822,0.09785755316300851
12085,Martin County,Florida,0.1150225547413571,0.08694657805665634
12086,Miami-Dade County,Florida,0.11481906076204822,0.08650074617580633
12087,Monroe County,Florida,0.1357910911024281,0.0885148318763801
12089,Nassau County,Florida,0.1357299631037504,0.04310697192203767
12091,Okaloosa County,Florida,0.1125696832396132,0.08617389661902661
12093,Okeechobee County,Florida,0.13622505606636753,0.11074947621032369
12095,Orange County,Florida,0.1221548313424534,0.0710696489333346
12097,Osceola County,Florida,0.13392675293579775,0.10962805684677246
12099,Palm Beach County,Florida,0.11494213077607314,0.08286605152102546
12101,Pasco County,Florida,0.1325768934126269,0.09964510440192423
12103,Pinellas County,Florida,0.1365509492673569,0.10791213813217557
12105,Polk County,Florida,0.12243544598450101,0.10848629676152803
12107,Putnam County,Florida,0.11511614941134479,0.08003686230240516
12109,St. Johns County,Florida,0.11598237714558739,0.08458126290906133
12111,St. Lucie County,Florida,0.11643461960011316,0.07327992728269188
12113,Santa Rosa County,Florida,0.1125696832396132,0.08617389661902658
12115,Sarasota County,Florida,0.11659750110010991,0.07839850260607574
12117,Seminole County,Florida,0.12443136375603005,0.08878918576324334
12119,Sumter County,Florida,0.1382176609884497,0.09611540449525287
12121,Suwannee County,Florida,0.12475775987920776,0.08011804151243468
12123,Taylor County,Florida,0.1386202682544452,0.08827046539806212
12125,Union County,Florida,0.11911747344022085,0.05106013395794077
12127,Volusia County,Florida,0.11974524630777068,0.0881902324598438
12129,Wakulla County,Florida,0.13553452427271068,0.1010340071552576
12131,Walton County,Florida,0.12018047345933211,0.08224965009207387
12133,Washington County,Florida,0.13849323542218286,0.05109350738635955
13001,Appling County,Georgia,0.11727275587789722,0.08098153707812908
13003,Atkinson County,Georgia,0.13105153322086263,0.07066623309524335
13005,Bacon County,Georgia,0.1277273471315515,0.05900087948284101
13007,Baker County,Georgia,0.12602478958660124,0.04036129363285969
13009,Baldwin County,Georgia,0.11581573168776745,0.06941374055019012
13011,Banks County,Georgia,0.11555705780821221,0.07608624843250095
13013,Barrow County,Georgia,0.10416553349374234,0.07248796822439835
13015,Bartow County,Georgia,0.11265680979303153,0.0573738429751232
13017,Ben Hill County,Georgia,0.13691438325769287,0.1137444294128648
13019,Berrien County,Georgia,0.13210236627844343,0.09166046666324973
13021,Bibb County,Georgia,0.11649281881948055,0.06933479074302382
13023,Bleckley County,Georgia,0.13267366561345997,0.07529588527115168
13025,Brantley County,Georgia,0.12722619550499623,0.06528957730621757
13027,Brooks County,Georgia,0.12356344093559479,0.09447669081444583
13029,Bryan County,Georgia,0.09964968085377432,0.0941808238176298
13031,Bulloch County,Georgia,0.10219930353462019,0.09797651082403279
13033,Burke County,Georgia,0.11501287531032531,0.1108754443301674
13035,Butts County,Georgia,0.11583793420340363,0.07148856790757752
13037,Calhoun County,Georgia,0.1299920464290759,0.08630521888170192
13039,Camden County,Georgia,0.12136627060856749,0.0694750295140295
13043,Candler County,Georgia,0.09988304783531597,0.08913047414369554
13045,Carroll County,Georgia,0.12073841878507018,0.07234137164959965
13047,Catoosa County,Georgia,0.10522407546631521,0.06363748917833645
13049,Charlton County,Georgia,0.1264321664881622,0.07137630824435753
13051,Chatham County,Georgia,0.10991054742427142,0.06791460768899125
13053,Chattahoochee County,Georgia,0.12314051278037963,0.07815934299268901
13055,Chattooga County,Georgia,0.1019422894767685,0.06896354131266261
13057,Cherokee County,Georgia,0.1145423111220592,0.05615679073689478
13059,Clarke County,Georgia,0.11220792640894973,0.07127642542020673
13061,Clay County,Georgia,0.13409551580243184,0.11172034056301727
13063,Clayton County,Georgia,0.10810867383859567,0.05940138789404736
13065,Clinch County,Georgia,0.11369337580388968,0.06659821189631536
13067,Cobb County,Georgia,0.1102123074250189,0.05329442116787784
13069,Coffee County,Georgia,0.12475672928658768,0.07499812515109378
13071,Colquitt County,Georgia,0.1268883135018185,0.08543879227348294
13073,Columbia County,Georgia,0.11706216695575643,0.07289314746865605
13075,Cook County,Georgia,0.12024760190350872,0.07597583831857309
13077,Coweta County,Georgia,0.12200533968428166,0.07224413066310331
13079,Crawford County,Georgia,0.12479183387112432,0.08142713028225552
13081,Crisp County,Georgia,0.1457609680416493,0.0836807250401369
13083,Dade County,Georgia,0.11380420930835668,0.06029156703132727
13085,Dawson County,Georgia,0.11979901375856694,0.0499215175725742
13087,Decatur County,Georgia,0.1287181535378922,0.11372194512800707
13089,DeKalb County,Georgia,0.10965214360051229,0.06589844574082812
13091,Dodge County,Georgia,0.12208773819464779,0.07658139319896894
13093,Dooly County,Georgia,0.12135767588065843,0.07524978229444682
13095,Dougherty County,Georgia,0.12013190719083561,0.01603428423478059
