county_fips,county_name,state,num_datacenters
05113,Polk County,Arkansas,0.0
05115,Pope County,Arkansas,1.0
05117,Prairie County,Arkansas,0.0
05119,Pulaski County,Arkansas,4.926029962546816
05121,Randolph County,Arkansas,0.0
05123,St. Francis County,Arkansas,0.0263157894736842
05125,Saline County,Arkansas,0.0739700374531835
05127,Scott County,Arkansas,0.0
05129,Searcy County,Arkansas,0.0
05131,Sebastian County,Arkansas,0.0
05133,Sevier County,Arkansas,0.0
05135,Sharp County,Arkansas,0.0
05137,Stone County,Arkansas,0.0
05139,Union County,Arkansas,0.0
05141,Van Buren County,Arkansas,0.0
05143,Washington County,Arkansas,0.0
05145,White County,Arkansas,0.0
05147,Woodruff County,Arkansas,0.0
05149,Yell County,Arkansas,0.0
06001,Alameda County,California,13.06703185317777
06003,Alpine County,California,0.0
06005,Amador County,California,1.0
06007,Butte County,California,1.0
06009,Calaveras County,California,0.0
06011,Colusa County,California,0.0
06013,Contra Costa County,California,0.000383877159309
06015,Del Norte County,California,0.0
06017,El Dorado County,California,0.0
06019,Fresno County,California,3.0
06021,Glenn County,California,0.0
06023,Humboldt County,California,1.0
06025,Imperial County,California,13.0
06027,Inyo County,California,0.0
06029,Kern County,California,3.0
06031,Kings County,California,0.0
06033,Lake County,California,0.0
06035,Lassen County,California,0.0
06037,Los Angeles County,California,73.95062830723306
06039,Madera County,California,0.0
06041,Marin County,California,0.0
06043,Mariposa County,California,0.0
06045,Mendocino County,California,1.0
06047,Merced County,California,0.0
06049,Modoc County,California,0.0
06051,Mono County,California,0.0
06053,Monterey County,California,0.0
06055,Napa County,California,0.0
06057,Nevada County,California,0.0
06059,Orange County,California,16.04906333630687
06061,Placer County,California,1.0
06063,Plumas County,California,0.0
06065,Riverside County,California,4.000906412871062
06067,Sacramento County,California,18.0
06069,San Benito County,California,0.0
06071,San Bernardino County,California,3.9990935871289373
06073,San Diego County,California,15.0
06075,San Francisco County,California,12.0
06077,San Joaquin County,California,2.932584269662921
06079,San Luis Obispo County,California,4.0
06081,San Mateo County,California,3.0
06083,Santa Barbara County,California,2.0
06085,Santa Clara County,California,80.0
06087,Santa Cruz County,California,1.0
06089,Shasta County,California,0.0
06091,Sierra County,California,1.0
06093,Siskiyou County,California,0.0
06095,Solano County,California,0.0
06097,Sonoma County,California,0.0
06099,Stanislaus County,California,2.0
06101,Sutter County,California,0.0
06103,Tehama County,California,0.0
06105,Trinity County,California,0.0
06107,Tulare County,California,0.0
06109,Tuolumne County,California,0.0
06111,Ventura County,California,0.0003083564600678
06113,Yolo County,California,2.0
06115,Yuba County,California,0.0
08001,Adams County,Colorado,4.2020675041549715
08003,Alamosa County,Colorado,0.0
08005,Arapahoe County,Colorado,19.659643602835573
08007,Archuleta County,Colorado,0.0
08009,Baca County,Colorado,0.0
08011,Bent County,Colorado,0.0
08013,Boulder County,Colorado,2.9946865037194472
08014,Broomfield County,Colorado,1.0169537079207642
08015,Chaffee County,Colorado,0.0
08017,Cheyenne County,Colorado,0.0
08019,Clear Creek County,Colorado,0.0
08021,Conejos County,Colorado,0.0
08023,Costilla County,Colorado,0.0
08025,Crowley County,Colorado,0.0
08027,Custer County,Colorado,0.0
08029,Delta County,Colorado,0.9977064220183486
08031,Denver County,Colorado,13.261873205017796
08033,Dolores County,Colorado,0.0
08035,Douglas County,Colorado,5.87641568799166
08037,Eagle County,Colorado,0.0
08039,Elbert County,Colorado,0.0
08041,El Paso County,Colorado,7.0
08043,Fremont County,Colorado,0.0
08045,Garfield County,Colorado,0.0
08047,Gilpin County,Colorado,0.0
08049,Grand County,Colorado,0.0
08051,Gunnison County,Colorado,0.0
08053,Hinsdale County,Colorado,0.0
08055,Huerfano County,Colorado,1.0
08057,Jackson County,Colorado,0.0
08059,Jefferson County,Colorado,1.988359788359788
08061,Kiowa County,Colorado,0.0
08063,Kit Carson County,Colorado,0.0
08065,Lake County,Colorado,0.0
08067,La Plata County,Colorado,0.0
08069,Larimer County,Colorado,2.0
08071,Las Animas County,Colorado,0.0
08073,Lincoln County,Colorado,0.0
08075,Logan County,Colorado,0.0
08077,Mesa County,Colorado,0.0
08079,Mineral County,Colorado,0.0
08081,Moffat County,Colorado,0.0
08083,Montezuma County,Colorado,0.0
08085,Montrose County,Colorado,0.0022935779816513
08087,Morgan County,Colorado,0.0
08089,Otero County,Colorado,0.0
08091,Ouray County,Colorado,0.0
08093,Park County,Colorado,0.0
08095,Phillips County,Colorado,0.0
08097,Pitkin County,Colorado,0.0
08099,Prowers County,Colorado,0.0
08101,Pueblo County,Colorado,0.0
08103,Rio Blanco County,Colorado,0.0
08105,Rio Grande County,Colorado,0.0
08107,Routt County,Colorado,0.0
08109,Saguache County,Colorado,0.0
08111,San Juan County,Colorado,0.0
08113,San Miguel County,Colorado,0.0
08115,Sedgwick County,Colorado,0.0
08117,Summit County,Colorado,0.0
08119,Teller County,Colorado,0.0
08121,Washington County,Colorado,0.0
08123,Weld County,Colorado,0.0
08125,Yuma County,Colorado,0.0
09110,Capitol Planning Region,Connecticut,4.0
09120,Greater Bridgeport Planning Region,Connecticut,2.0
09130,Lower Connecticut River Valley Planning Region,Connecticut,1.0
09140,Naugatuck Valley Planning Region,Connecticut,4.0
09150,Northeastern Connecticut Planning Region,Connecticut,0.0372670807453416
09160,Northwest Hills Planning Region,Connecticut,0.0
09170,South Central Connecticut Planning Region,Connecticut,16.0
09180,Southeastern Connecticut Planning Region,Connecticut,27.96273291925466
09190,Western Connecticut Planning Region,Connecticut,5.0
10001,Kent County,Delaware,0.0
10003,New Castle County,Delaware,21.0
10005,Sussex County,Delaware,0.0
11001,District of Columbia,District of Columbia,7.0
12001,Alachua County,Florida,1.0
12003,Baker County,Florida,0.0
12005,Bay County,Florida,0.0
12007,Bradford County,Florida,0.0
12009,Brevard County,Florida,5.0
12011,Broward County,Florida,7.002242152466367
12013,Calhoun County,Florida,0.0
12015,Charlotte County,Florida,0.0
12017,Citrus County,Florida,0.0
12019,Clay County,Florida,0.0
12021,Collier County,Florida,2.054017555705604
12023,Columbia County,Florida,0.0
12027,DeSoto County,Florida,0.0
12029,Dixie County,Florida,0.0
12031,Duval County,Florida,13.99615938550168
12033,Escambia County,Florida,0.0
12035,Flagler County,Florida,1.0
12037,Franklin County,Florida,0.0
12039,Gadsden County,Florida,0.0
12041,Gilchrist County,Florida,0.0
12043,Glades County,Florida,0.0
12045,Gulf County,Florida,0.0
12047,Hamilton County,Florida,0.0
12049,Hardee County,Florida,0.0
12051,Hendry County,Florida,0.0
12053,Hernando County,Florida,0.0
12055,Highlands County,Florida,0.0
12057,Hillsborough County,Florida,21.0
12059,Holmes County,Florida,0.0
12061,Indian River County,Florida,0.0
12063,Jackson County,Florida,0.0
12065,Jefferson County,Florida,0.0
12067,Lafayette County,Florida,0.0
12069,Lake County,Florida,0.0
12071,Lee County,Florida,2.945982444294396
12073,Leon County,Florida,4.0
12075,Levy County,Florida,0.0
12077,Liberty County,Florida,0.0
12079,Madison County,Florida,0.0
12081,Manatee County,Florida,0.0
12083,Marion County,Florida,0.0
12085,Martin County,Florida,1.0
12086,Miami-Dade County,Florida,39.997757847533634
12087,Monroe County,Florida,0.0
12089,Nassau County,Florida,0.0
12091,Okaloosa County,Florida,0.0
12093,Okeechobee County,Florida,0.0
12095,Orange County,Florida,11.88384512683578
12097,Osceola County,Florida,0.0
12099,Palm Beach County,Florida,9.0
12101,Pasco County,Florida,0.0
12103,Pinellas County,Florida,0.0
12105,Polk County,Florida,4.0
12107,Putnam County,Florida,0.0
12109,St. Johns County,Florida,0.0038406144983197
12111,St. Lucie County,Florida,2.0
12113,Santa Rosa County,Florida,0.0
12115,Sarasota County,Florida,0.0
12117,Seminole County,Florida,0.1161548731642189
12119,Sumter County,Florida,0.0
12121,Suwannee County,Florida,0.0
12123,Taylor County,Florida,0.0
12125,Union County,Florida,0.0
12127,Volusia County,Florida,2.0
12129,Wakulla County,Florida,0.0
12131,Walton County,Florida,0.0
12133,Washington County,Florida,0.0
13001,Appling County,Georgia,0.0
13003,Atkinson County,Georgia,0.0
13005,Bacon County,Georgia,0.0
13007,Baker County,Georgia,0.0
13009,Baldwin County,Georgia,0.0014388489208633
13011,Banks County,Georgia,0.2784810126582278
13013,Barrow County,Georgia,0.0
13015,Bartow County,Georgia,1.836734693877551
13017,Ben Hill County,Georgia,0.0
13019,Berrien County,Georgia,0.0
13021,Bibb County,Georgia,10.06101986249045
13023,Bleckley County,Georgia,0.0
13025,Brantley County,Georgia,0.0
13027,Brooks County,Georgia,0.0
13029,Bryan County,Georgia,0.0
13031,Bulloch County,Georgia,1.0
13033,Burke County,Georgia,0.0
13035,Butts County,Georgia,0.0042735042735042
13037,Calhoun County,Georgia,0.0
13039,Camden County,Georgia,0.0
13043,Candler County,Georgia,0.0
13045,Carroll County,Georgia,1.883468834688347
13047,Catoosa County,Georgia,0.0
13049,Charlton County,Georgia,0.0
13051,Chatham County,Georgia,0.0
13053,Chattahoochee County,Georgia,0.0
13055,Chattooga County,Georgia,0.0
13057,Cherokee County,Georgia,0.0
13059,Clarke County,Georgia,0.0
13061,Clay County,Georgia,0.0
13063,Clayton County,Georgia,8.816810437310275
13065,Clinch County,Georgia,0.0
13067,Cobb County,Georgia,8.083439756314617
13069,Coffee County,Georgia,0.0
13071,Colquitt County,Georgia,0.0
13073,Columbia County,Georgia,24.519306480394203
13075,Cook County,Georgia,0.0
13077,Coweta County,Georgia,1.2847144966170594
13079,Crawford County,Georgia,0.0
13081,Crisp County,Georgia,0.9992982456140352
13083,Dade County,Georgia,0.0
13085,Dawson County,Georgia,0.0
13087,Decatur County,Georgia,0.0
13089,DeKalb County,Georgia,4.23121494572792
13091,Dodge County,Georgia,0.0
13093,Dooly County,Georgia,0.0
13095,Dougherty County,Georgia,0.0
13097,Douglas County,Georgia,32.89605782606175
13099,Early County,Georgia,0.0
13101,Echols County,Georgia,0.0
13103,Effingham County,Georgia,0.0
13105,Elbert County,Georgia,0.0
13107,Emanuel County,Georgia,0.0008453085376162
13109,Evans County,Georgia,0.0
13111,Fannin County,Georgia,0.0
13113,Fayette County,Georgia,20.0
13115,Floyd County,Georgia,2.0
13117,Forsyth County,Georgia,2.1704997265783876
13119,Franklin County,Georgia,0.0
13121,Fulton County,Georgia,54.84303273591893
13123,Gilmer County,Georgia,0.0
13125,Glascock County,Georgia,0.0
13127,Glynn County,Georgia,0.0
13129,Gordon County,Georgia,0.0
13131,Grady County,Georgia,0.0
13133,Greene County,Georgia,1.0
13135,Gwinnett County,Georgia,5.613944915280328
13137,Habersham County,Georgia,0.0
13139,Hall County,Georgia,4.0
13141,Hancock County,Georgia,0.0
13143,Haralson County,Georgia,0.0
13145,Harris County,Georgia,0.0
13147,Hart County,Georgia,0.0
13149,Heard County,Georgia,0.0004967709885742
13151,Henry County,Georgia,3.0468322717454557
13153,Houston County,Georgia,0.0
13155,Irwin County,Georgia,0.0
13157,Jackson County,Georgia,0.7215189873417721
13159,Jasper County,Georgia,0.00371920037192
13161,Jeff Davis County,Georgia,0.0
13163,Jefferson County,Georgia,0.0
13165,Jenkins County,Georgia,0.0
13167,Johnson County,Georgia,0.0
13169,Jones County,Georgia,0.0
13171,Lamar County,Georgia,0.9941554604286473
13173,Lanier County,Georgia,0.0
13175,Laurens County,Georgia,0.0
13177,Lee County,Georgia,0.0
13179,Liberty County,Georgia,0.0
13181,Lincoln County,Georgia,0.0
13183,Long County,Georgia,0.0
13185,Lowndes County,Georgia,0.0
13187,Lumpkin County,Georgia,0.0
13189,McDuffie County,Georgia,7.533837535832974
13191,McIntosh County,Georgia,0.0
13193,Macon County,Georgia,0.0
13195,Madison County,Georgia,0.0
13197,Marion County,Georgia,0.0
13199,Meriwether County,Georgia,0.0
13201,Miller County,Georgia,0.0
13205,Mitchell County,Georgia,0.0
13207,Monroe County,Georgia,3.1726940299502537
13209,Montgomery County,Georgia,0.0431107354184277
13211,Morgan County,Georgia,0.0762711864406776
13213,Murray County,Georgia,0.019983347210657698
13215,Muscogee County,Georgia,1.0
13217,Newton County,Georgia,2.812948648244017
13219,Oconee County,Georgia,0.0
13221,Oglethorpe County,Georgia,0.0
13223,Paulding County,Georgia,0.0570697247920754
13225,Peach County,Georgia,0.0
13227,Pickens County,Georgia,0.0
13229,Pierce County,Georgia,0.0
13231,Pike County,Georgia,0.0
13233,Polk County,Georgia,0.1632653061224489
13235,Pulaski County,Georgia,0.0
13237,Putnam County,Georgia,0.0
13239,Quitman County,Georgia,0.0
13241,Rabun County,Georgia,0.0
13243,Randolph County,Georgia,1.0
13245,Richmond County,Georgia,0.9468559837728194
13247,Rockdale County,Georgia,0.9840634521164505
13249,Schley County,Georgia,0.0
13251,Screven County,Georgia,0.0
13253,Seminole County,Georgia,0.0
13255,Spalding County,Georgia,2.087841022227197
13257,Stephens County,Georgia,0.0
13259,Stewart County,Georgia,0.0
13261,Sumter County,Georgia,0.0
13263,Talbot County,Georgia,0.0
13265,Taliaferro County,Georgia,0.0
13267,Tattnall County,Georgia,0.0
13269,Taylor County,Georgia,0.0
13271,Telfair County,Georgia,0.0
13273,Terrell County,Georgia,0.0
13275,Thomas County,Georgia,0.0
13277,Tift County,Georgia,0.0
13279,Toombs County,Georgia,0.956043956043956
13281,Towns County,Georgia,0.0
13283,Treutlen County,Georgia,0.0
13285,Troup County,Georgia,2.0
13287,Turner County,Georgia,0.0
13289,Twiggs County,Georgia,0.7678571428571429
13291,Union County,Georgia,0.0
13293,Upson County,Georgia,0.0
13295,Walker County,Georgia,0.0
13297,Walton County,Georgia,5.107574048576017
13299,Ware County,Georgia,0.0
13301,Warren County,Georgia,0.0
13303,Washington County,Georgia,0.9985611510791368
13305,Wayne County,Georgia,0.0
13307,Webster County,Georgia,0.0
13309,Wheeler County,Georgia,0.0
13311,White County,Georgia,0.0
13313,Whitfield County,Georgia,2.980016652789342
13315,Wilcox County,Georgia,0.0007017543859649
13317,Wilkes County,Georgia,1.0
13319,Wilkinson County,Georgia,0.0
13321,Worth County,Georgia,0.0
15001,Hawaii County,Hawaii,1.0
15003,Honolulu County,Hawaii,8.0
15005,Kalawao County,Hawaii,0.0
15007,Kauai County,Hawaii,0.0
15009,Maui County,Hawaii,0.0
16001,Ada County,Idaho,10.99299453041968
16003,Adams County,Idaho,0.0
16005,Bannock County,Idaho,0.0
16007,Bear Lake County,Idaho,0.0
16009,Benewah County,Idaho,0.0
16011,Bingham County,Idaho,0.0
16013,Blaine County,Idaho,0.0
16015,Boise County,Idaho,0.0
16017,Bonner County,Idaho,0.0
16019,Bonneville County,Idaho,0.0
16021,Boundary County,Idaho,0.0
16023,Butte County,Idaho,0.0
16025,Camas County,Idaho,0.0
16027,Canyon County,Idaho,1.0070054695803197
16029,Caribou County,Idaho,0.0
16031,Cassia County,Idaho,0.0
16033,Clark County,Idaho,0.0
16035,Clearwater County,Idaho,0.9921875
16037,Custer County,Idaho,0.0
16039,Elmore County,Idaho,0.0
16041,Franklin County,Idaho,0.0
16043,Fremont County,Idaho,0.0
16045,Gem County,Idaho,0.0
16047,Gooding County,Idaho,0.0
16049,Idaho County,Idaho,0.0
16051,Jefferson County,Idaho,0.0
16053,Jerome County,Idaho,0.0
16055,Kootenai County,Idaho,2.0
16057,Latah County,Idaho,0.0
16059,Lemhi County,Idaho,0.0
16061,Lewis County,Idaho,0.0078125
16063,Lincoln County,Idaho,0.0
16065,Madison County,Idaho,0.0
16067,Minidoka County,Idaho,0.0
16069,Nez Perce County,Idaho,0.0
16071,Oneida County,Idaho,0.0
16073,Owyhee County,Idaho,0.0
16075,Payette County,Idaho,0.0
16077,Power County,Idaho,0.0
16079,Shoshone County,Idaho,0.0
16081,Teton County,Idaho,0.0
16083,Twin Falls County,Idaho,0.0
16085,Valley County,Idaho,0.0
16087,Washington County,Idaho,1.0
17001,Adams County,Illinois,0.0
17003,Alexander County,Illinois,0.0
17005,Bond County,Illinois,0.0
17007,Boone County,Illinois,0.0
17009,Brown County,Illinois,0.0
17011,Bureau County,Illinois,0.0
17013,Calhoun County,Illinois,0.0
17015,Carroll County,Illinois,0.0
17017,Cass County,Illinois,0.0
17019,Champaign County,Illinois,2.0
17021,Christian County,Illinois,0.0
17023,Clark County,Illinois,0.0
17025,Clay County,Illinois,0.0
17027,Clinton County,Illinois,0.0
17029,Coles County,Illinois,1.0
17031,Cook County,Illinois,110.34044547047652
17033,Crawford County,Illinois,0.0
17035,Cumberland County,Illinois,0.0
17037,DeKalb County,Illinois,8.0
17039,De Witt County,Illinois,0.0
17041,Douglas County,Illinois,0.0
17043,DuPage County,Illinois,38.879668305611
17045,Edgar County,Illinois,0.0
17047,Edwards County,Illinois,0.0
17049,Effingham County,Illinois,0.0
17051,Fayette County,Illinois,0.0
17053,Ford County,Illinois,0.0
17055,Franklin County,Illinois,0.0
17057,Fulton County,Illinois,0.0
17059,Gallatin County,Illinois,0.0
17061,Greene County,Illinois,0.0
17063,Grundy County,Illinois,0.0
17065,Hamilton County,Illinois,0.0
17067,Hancock County,Illinois,0.0
17069,Hardin County,Illinois,0.0
17071,Henderson County,Illinois,0.0
17073,Henry County,Illinois,0.0
17075,Iroquois County,Illinois,0.0
17077,Jackson County,Illinois,0.0
17079,Jasper County,Illinois,0.0
17081,Jefferson County,Illinois,0.0
17083,Jersey County,Illinois,0.0
17085,Jo Daviess County,Illinois,0.0
17087,Johnson County,Illinois,0.0
17089,Kane County,Illinois,45.13831545305208
17091,Kankakee County,Illinois,0.0
17093,Kendall County,Illinois,19.00065316786414
17095,Knox County,Illinois,0.0
17097,Lake County,Illinois,4.635767790262173
17099,LaSalle County,Illinois,0.0
17101,Lawrence County,Illinois,0.0
17103,Lee County,Illinois,0.0
17105,Livingston County,Illinois,0.0
17107,Logan County,Illinois,0.0
17109,McDonough County,Illinois,0.0
17111,McHenry County,Illinois,1.0051498127340823
17113,McLean County,Illinois,1.0
17115,Macon County,Illinois,0.0
17117,Macoupin County,Illinois,0.0
17119,Madison County,Illinois,5.0
17121,Marion County,Illinois,0.0
17123,Marshall County,Illinois,0.0
17125,Mason County,Illinois,0.0
17127,Massac County,Illinois,0.0
17129,Menard County,Illinois,0.0
17131,Mercer County,Illinois,0.0
17133,Monroe County,Illinois,0.0
17135,Montgomery County,Illinois,0.0
17137,Morgan County,Illinois,6.623655913978495
17139,Moultrie County,Illinois,0.0
17141,Ogle County,Illinois,0.0
17143,Peoria County,Illinois,1.0
17145,Perry County,Illinois,0.0
17147,Piatt County,Illinois,0.0
17149,Pike County,Illinois,0.0
17151,Pope County,Illinois,0.0
17153,Pulaski County,Illinois,0.0
17155,Putnam County,Illinois,0.0
17157,Randolph County,Illinois,0.0
17159,Richland County,Illinois,0.0
17161,Rock Island County,Illinois,0.0
17163,St. Clair County,Illinois,0.0
17165,Saline County,Illinois,0.0
17167,Sangamon County,Illinois,0.376344086021505
17169,Schuyler County,Illinois,0.0
17171,Scott County,Illinois,0.0
17173,Shelby County,Illinois,0.0
17175,Stark County,Illinois,0.0
17177,Stephenson County,Illinois,0.0
17179,Tazewell County,Illinois,1.0
17181,Union County,Illinois,0.0
17183,Vermilion County,Illinois,0.0
17185,Wabash County,Illinois,0.0
17187,Warren County,Illinois,0.0
17189,Washington County,Illinois,0.0
17191,Wayne County,Illinois,0.0
17193,White County,Illinois,0.0
17195,Whiteside County,Illinois,0.0
17197,Will County,Illinois,1.0
17199,Williamson County,Illinois,0.0
17201,Winnebago County,Illinois,1.0
17203,Woodford County,Illinois,0.0
18001,Adams County,Indiana,0.0
18003,Allen County,Indiana,16.0
18005,Bartholomew County,Indiana,0.99677567941041
18007,Benton County,Indiana,0.0
18009,Blackford County,Indiana,0.0
18011,Boone County,Indiana,0.0113293051359516
18013,Brown County,Indiana,0.00322432058959
18015,Carroll County,Indiana,0.0
18017,Cass County,Indiana,0.0
18019,Clark County,Indiana,1.0
18021,Clay County,Indiana,0.0
18023,Clinton County,Indiana,0.0
18025,Crawford County,Indiana,0.0
18027,Daviess County,Indiana,0.0
18029,Dearborn County,Indiana,0.0
18031,Decatur County,Indiana,0.0
18033,DeKalb County,Indiana,0.0
18035,Delaware County,Indiana,0.0
18037,Dubois County,Indiana,0.0
18039,Elkhart County,Indiana,0.0061601642710472
18041,Fayette County,Indiana,0.0
18043,Floyd County,Indiana,0.0
18045,Fountain County,Indiana,0.0
18047,Franklin County,Indiana,0.0
18049,Fulton County,Indiana,0.0
18051,Gibson County,Indiana,0.0
18053,Grant County,Indiana,0.0
18055,Greene County,Indiana,0.0
18057,Hamilton County,Indiana,2.87656622674511
18059,Hancock County,Indiana,5.11578947368421
18061,Harrison County,Indiana,0.0
18063,Hendricks County,Indiana,8.21102939433916
18065,Henry County,Indiana,0.0
18067,Howard County,Indiana,0.0
18069,Huntington County,Indiana,0.0
18071,Jackson County,Indiana,0.0
18073,Jasper County,Indiana,0.0
18075,Jay County,Indiana,0.0
18077,Jefferson County,Indiana,0.0
18079,Jennings County,Indiana,0.0
18081,Johnson County,Indiana,0.008604206500956
18083,Knox County,Indiana,0.0
18085,Kosciusko County,Indiana,0.0
